index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,age,employed_year,work_phone,phone,email,occyp_type,family_size,begin_year
123,1,0,1,0,202500.0,0,0,0,0,53.23561643835617,17.057534246575344,0,0,0,6,2.0,4.0
124,1,1,1,2,90000.0,1,0,0,0,42.534246575342465,9.197260273972603,0,0,0,7,4.0,4.583333333333333
125,0,0,1,0,360000.0,1,0,0,0,34.2,11.065753424657535,0,0,0,4,2.0,3.5
126,1,1,0,1,175500.0,1,0,1,2,32.07945205479452,13.652054794520549,0,0,0,1,2.0,3.75
127,0,1,1,1,360000.0,1,1,0,0,45.30684931506849,1.1232876712328768,0,1,1,1,3.0,2.5
128,1,0,1,1,112500.0,0,0,0,0,37.64657534246575,14.304109589041095,0,0,0,1,3.0,3.1666666666666665
129,0,0,0,1,315000.0,0,0,0,0,48.04657534246575,4.791780821917809,0,0,0,1,3.0,0.9166666666666666
130,1,0,1,0,297000.0,1,0,1,3,42.51780821917808,8.860273972602739,0,0,0,1,1.0,0.08333333333333333
132,1,0,0,0,225000.0,1,1,0,0,28.92876712328767,1.1753424657534246,1,1,0,5,2.0,2.9166666666666665
133,1,1,0,1,387000.0,0,1,0,0,36.07671232876712,7.052054794520548,0,0,0,4,3.0,1.8333333333333333
134,1,1,1,0,135000.0,2,0,4,0,62.989041095890414,-0.0,0,0,0,0,1.0,0.5
135,0,1,0,1,337500.0,1,1,3,0,42.00821917808219,0.536986301369863,0,1,0,4,2.0,1.9166666666666667
136,1,0,0,1,225000.0,1,0,2,0,34.63013698630137,1.093150684931507,0,0,0,7,3.0,2.4166666666666665
137,1,1,1,1,225000.0,1,0,0,0,37.23561643835617,8.893150684931507,0,0,0,3,3.0,3.8333333333333335
138,1,0,1,0,54000.0,2,0,0,0,66.75890410958904,-0.0,0,0,0,0,2.0,0.16666666666666666
140,0,1,1,1,180000.0,0,1,0,1,32.64931506849315,4.602739726027397,1,0,0,1,3.0,1.25
141,1,1,1,1,112500.0,1,1,2,0,28.90684931506849,8.219178082191782,0,0,1,2,3.0,1.0
142,0,1,1,0,360000.0,0,1,0,0,61.52328767123288,5.298630136986302,0,1,0,4,2.0,0.9166666666666666
143,1,1,1,0,256500.0,1,0,0,0,37.865753424657534,2.9342465753424656,0,0,1,2,2.0,3.75
145,1,1,0,0,202500.0,3,0,0,0,53.69315068493151,32.71232876712329,0,1,0,8,2.0,0.5833333333333334
146,1,0,0,0,247500.0,0,1,0,0,38.728767123287675,20.273972602739725,1,1,0,4,2.0,0.5
147,1,0,1,0,157500.0,0,1,0,0,34.74246575342466,1.9424657534246574,0,0,0,3,2.0,0.9166666666666666
149,1,0,1,2,112500.0,0,0,0,0,35.54520547945206,6.517808219178082,0,0,0,1,4.0,4.083333333333333
150,1,1,0,1,157500.0,0,1,0,0,32.602739726027394,7.747945205479452,0,0,0,1,3.0,3.4166666666666665
151,0,1,1,0,360000.0,1,0,0,0,42.038356164383565,0.8602739726027397,0,0,0,5,2.0,2.75
152,1,1,1,0,360000.0,0,0,3,0,29.03287671232877,1.5726027397260274,1,0,0,8,1.0,2.9166666666666665
153,0,1,1,0,180000.0,1,0,0,0,49.24657534246575,9.523287671232877,0,0,0,5,2.0,2.6666666666666665
155,1,0,1,0,90000.0,2,0,0,0,55.78630136986301,-0.0,0,0,0,0,2.0,2.9166666666666665
156,0,0,1,1,135000.0,0,0,3,0,45.83013698630137,2.410958904109589,0,0,0,1,2.0,3.1666666666666665
158,0,0,1,1,202500.0,3,1,0,0,29.46849315068493,6.4520547945205475,0,0,0,2,3.0,3.25
159,1,0,1,0,153000.0,2,1,0,0,59.9972602739726,-0.0,0,1,0,0,2.0,4.25
160,1,1,1,1,72000.0,0,0,0,0,46.94794520547945,3.4684931506849317,0,0,0,3,3.0,0.9166666666666666
161,0,1,1,2,360000.0,0,0,0,0,36.89041095890411,2.2986301369863016,0,1,0,4,4.0,2.75
162,1,0,0,1,540000.0,0,0,3,0,44.95616438356164,5.602739726027397,1,0,0,4,2.0,5.0
163,1,0,1,0,155250.0,2,0,0,0,60.394520547945206,-0.0,0,0,0,0,2.0,2.0
164,0,1,1,0,189000.0,0,0,0,0,57.02739726027397,2.271232876712329,0,0,1,10,2.0,0.25
166,1,0,1,0,495000.0,2,0,4,0,59.16712328767123,-0.0,0,1,0,0,1.0,1.25
167,0,1,0,0,459000.0,1,0,0,0,43.78082191780822,0.32602739726027397,1,1,0,5,2.0,1.1666666666666667
170,0,1,1,1,450000.0,1,0,0,0,49.78904109589041,1.8575342465753424,0,1,1,2,3.0,5.0
171,1,0,0,0,135000.0,0,0,0,0,42.463013698630135,2.3808219178082193,0,0,0,12,2.0,0.16666666666666666
173,1,0,1,0,189000.0,2,0,0,0,63.24931506849315,-0.0,0,0,0,0,2.0,1.5833333333333333
174,1,0,1,0,225000.0,1,1,0,0,29.465753424657535,2.8493150684931505,0,0,1,3,2.0,1.25
175,0,0,1,0,112500.0,0,0,0,0,29.328767123287673,3.76986301369863,0,0,0,5,2.0,0.16666666666666666
176,1,1,0,0,315000.0,3,1,0,0,49.15068493150685,27.279452054794522,1,0,0,4,2.0,2.1666666666666665
178,0,0,0,0,126000.0,2,0,0,0,55.583561643835615,-0.0,0,0,0,0,2.0,1.0
179,0,1,1,0,315000.0,1,0,0,3,46.54794520547945,5.550684931506849,0,0,0,5,2.0,1.5833333333333333
180,1,1,1,0,720000.0,1,1,3,0,56.961643835616435,13.189041095890412,1,1,0,4,1.0,4.833333333333333
181,1,0,1,0,90000.0,2,0,0,0,56.76164383561644,-0.0,0,0,0,0,2.0,0.4166666666666667
183,1,0,1,0,157500.0,2,0,0,0,62.632876712328766,-0.0,0,1,0,0,2.0,3.5
184,0,1,0,0,225000.0,0,0,0,4,41.347945205479455,2.7260273972602738,0,0,1,5,2.0,3.8333333333333335
185,1,0,1,0,180000.0,0,3,4,0,46.035616438356165,6.101369863013699,1,1,0,11,1.0,4.083333333333333
186,1,1,1,0,216000.0,0,1,0,0,50.76438356164383,4.956164383561644,0,0,0,15,2.0,0.8333333333333334
187,1,1,1,1,157500.0,1,0,0,0,37.89041095890411,11.613698630136986,0,0,0,1,3.0,0.3333333333333333
188,1,0,0,0,112500.0,2,0,4,0,54.868493150684934,-0.0,0,0,0,0,1.0,2.1666666666666665
190,1,0,1,0,90000.0,2,0,1,0,63.73150684931507,-0.0,0,1,0,0,1.0,1.0833333333333333
191,1,0,0,0,121500.0,2,0,0,0,58.38356164383562,-0.0,0,0,0,0,2.0,2.3333333333333335
192,1,0,1,0,135000.0,0,1,0,0,36.43561643835616,4.46027397260274,0,0,0,1,2.0,1.1666666666666667
193,0,1,0,0,202500.0,1,0,0,0,44.44931506849315,7.052054794520548,0,0,0,10,2.0,1.8333333333333333
194,0,1,0,1,252000.0,3,1,0,0,34.2,4.52054794520548,1,1,0,6,3.0,1.5833333333333333
195,1,0,1,0,202500.0,0,0,2,0,30.084931506849315,1.5123287671232877,0,0,0,1,2.0,0.4166666666666667
196,0,1,1,0,202500.0,0,0,0,0,27.09315068493151,6.271232876712329,0,0,0,4,2.0,3.0
197,0,0,1,1,360000.0,0,0,2,0,31.572602739726026,6.997260273972603,0,0,0,3,3.0,4.083333333333333
198,1,0,1,2,225000.0,3,0,0,0,35.827397260273976,14.778082191780822,1,0,0,8,4.0,2.1666666666666665
199,1,0,1,2,360000.0,0,0,0,0,43.320547945205476,1.8027397260273972,0,1,0,3,4.0,0.9166666666666666
200,0,1,1,0,202500.0,0,1,0,0,40.12602739726027,5.35068493150685,0,0,0,4,2.0,0.25
201,1,1,1,0,225000.0,0,1,0,0,33.75890410958904,10.183561643835617,0,0,0,2,2.0,0.8333333333333334
202,1,0,0,0,135000.0,0,1,0,0,38.863013698630134,12.183561643835617,1,0,0,2,2.0,0.6666666666666666
203,0,1,1,0,360000.0,1,0,0,0,31.816438356164383,11.043835616438356,0,1,0,1,2.0,3.4166666666666665
204,0,0,0,0,382500.0,0,0,0,2,47.271232876712325,3.3068493150684932,1,1,0,4,2.0,3.8333333333333335
205,1,0,1,0,171000.0,0,0,1,3,46.40547945205479,1.8438356164383563,0,0,0,1,1.0,2.3333333333333335
206,0,0,0,0,292500.0,3,0,0,0,31.136986301369863,7.52054794520548,1,1,0,2,2.0,4.0
207,1,1,0,0,144000.0,0,0,4,0,39.47123287671233,3.684931506849315,0,0,0,17,1.0,0.5
208,1,0,0,2,112500.0,3,1,0,0,31.791780821917808,7.454794520547945,0,0,1,2,4.0,0.25
209,1,0,1,0,81000.0,2,0,0,0,58.583561643835615,-0.0,0,1,0,0,2.0,1.5
210,1,1,1,1,225000.0,0,1,3,0,40.59178082191781,4.580821917808219,0,0,0,2,2.0,-0.0
211,1,0,1,0,315000.0,1,1,3,0,48.635616438356166,6.52054794520548,1,1,0,7,1.0,4.333333333333333
212,0,1,1,1,427500.0,0,1,0,0,41.32876712328767,0.9698630136986301,0,0,0,4,3.0,0.25
213,1,0,0,0,78750.0,0,0,0,1,33.16164383561644,5.602739726027397,1,0,0,10,2.0,1.0833333333333333
214,1,0,0,0,67500.0,2,1,4,0,65.97534246575343,-0.0,0,0,0,0,1.0,2.5
215,1,0,1,0,121500.0,0,0,0,0,60.4,5.50958904109589,0,0,0,1,2.0,1.0833333333333333
216,1,0,0,0,144000.0,0,0,1,0,46.295890410958904,20.027397260273972,1,1,0,2,1.0,3.5
217,1,0,1,0,135000.0,2,0,0,0,61.04931506849315,-0.0,0,0,0,0,2.0,3.75
218,1,0,0,0,94500.0,2,0,0,0,58.93972602739726,-0.0,0,1,0,0,2.0,3.4166666666666665
219,1,1,0,0,562500.0,0,1,0,0,40.14794520547945,7.76986301369863,1,0,0,4,2.0,1.0
220,1,0,1,0,90000.0,2,0,1,0,60.25205479452055,-0.0,0,0,0,0,1.0,2.6666666666666665
221,1,0,0,1,72000.0,1,1,0,0,38.83013698630137,5.273972602739726,0,0,1,7,3.0,3.5833333333333335
222,0,0,1,0,144000.0,0,0,2,0,46.51780821917808,5.013698630136986,0,0,0,10,2.0,0.9166666666666666
223,1,1,0,0,202500.0,1,0,0,2,58.29041095890411,3.0904109589041098,0,1,0,7,2.0,1.4166666666666667
224,1,0,0,0,270000.0,0,1,0,0,48.14520547945205,15.868493150684932,1,1,0,4,2.0,2.3333333333333335
226,1,1,1,2,315000.0,1,1,0,1,34.57808219178082,3.6356164383561644,0,0,0,4,4.0,4.166666666666667
228,0,0,1,0,292500.0,1,1,1,3,27.36986301369863,3.345205479452055,0,1,0,3,1.0,0.5833333333333334
229,1,0,1,0,90000.0,2,1,0,0,58.465753424657535,-0.0,0,0,0,0,2.0,4.25
230,1,0,0,0,103500.0,0,0,0,0,48.676712328767124,30.306849315068494,1,0,0,8,2.0,3.0833333333333335
231,1,1,0,0,67500.0,2,0,0,0,62.983561643835614,-0.0,0,1,0,0,2.0,1.5833333333333333
232,1,1,1,0,225000.0,0,1,2,0,30.32054794520548,1.347945205479452,0,0,0,3,2.0,1.4166666666666667
234,0,1,1,0,450000.0,1,0,0,0,50.18630136986302,2.5287671232876714,0,1,1,5,2.0,4.916666666666667
235,0,0,1,0,247500.0,1,1,2,0,43.821917808219176,1.0986301369863014,0,0,0,2,2.0,0.9166666666666666
236,0,1,0,0,247500.0,1,0,0,0,47.821917808219176,3.6191780821917807,0,0,0,5,2.0,1.6666666666666667
238,0,0,0,0,225000.0,0,0,0,0,42.83287671232877,0.4328767123287671,1,0,0,1,2.0,2.4166666666666665
239,1,1,1,1,270000.0,0,1,3,0,38.4986301369863,0.3835616438356164,0,1,1,3,2.0,3.0833333333333335
241,0,0,0,2,202500.0,0,0,0,0,34.8027397260274,8.605479452054794,0,1,0,1,4.0,1.5
242,1,0,0,2,180000.0,1,0,0,0,37.78356164383562,3.706849315068493,1,0,0,7,4.0,0.5
243,1,0,1,0,112500.0,1,0,1,0,43.56986301369863,2.0876712328767124,0,0,0,3,1.0,1.0833333333333333
244,0,0,0,1,99000.0,0,0,1,0,48.97534246575343,14.353424657534246,0,0,0,1,2.0,0.08333333333333333
245,1,1,1,1,157500.0,3,0,0,0,37.83835616438356,9.26027397260274,0,0,0,1,3.0,1.9166666666666667
246,1,1,1,0,202500.0,0,1,0,0,55.293150684931504,20.586301369863012,0,0,0,7,2.0,3.5833333333333335
247,1,0,1,0,90000.0,0,0,0,0,50.61369863013699,8.276712328767124,0,0,1,11,2.0,2.3333333333333335
248,0,1,1,2,157500.0,1,1,0,1,38.88219178082192,1.715068493150685,0,0,0,5,4.0,3.9166666666666665
249,0,0,0,0,180000.0,0,1,0,0,41.01917808219178,2.9123287671232876,0,0,0,2,2.0,3.5833333333333335
250,0,0,1,1,180000.0,1,0,0,2,34.59452054794521,6.210958904109589,0,0,0,6,3.0,0.9166666666666666
251,1,0,0,0,202500.0,2,0,0,0,56.342465753424655,-0.0,0,1,0,0,2.0,1.1666666666666667
252,1,1,0,1,90000.0,0,2,0,3,33.92602739726028,9.534246575342467,0,0,0,1,3.0,0.5
253,1,0,1,0,225000.0,1,1,1,0,54.18356164383562,18.726027397260275,1,1,0,2,1.0,1.8333333333333333
254,1,1,1,0,126000.0,1,0,0,0,28.224657534246575,2.010958904109589,0,0,0,2,2.0,2.6666666666666665
255,1,0,1,1,180000.0,3,1,0,0,30.052054794520547,9.547945205479452,0,0,1,6,3.0,0.4166666666666667
256,1,0,1,2,360000.0,1,0,1,0,37.1945205479452,9.753424657534246,0,0,0,3,3.0,2.0833333333333335
257,1,0,1,0,157500.0,2,0,4,0,65.13424657534246,-0.0,0,0,0,0,1.0,1.4166666666666667
258,1,0,1,0,315000.0,0,0,3,0,41.797260273972604,9.016438356164384,0,0,0,1,1.0,1.5
259,1,1,1,1,270000.0,0,0,0,0,39.75890410958904,12.591780821917808,0,0,0,1,3.0,3.8333333333333335
260,1,0,1,1,180000.0,0,1,2,0,37.71780821917808,5.156164383561644,0,0,0,3,3.0,3.4166666666666665
261,1,0,1,2,180000.0,0,0,0,0,36.605479452054794,18.043835616438358,1,0,0,2,4.0,1.5
264,1,0,0,0,81000.0,2,0,0,0,62.441095890410956,-0.0,0,0,0,0,2.0,2.75
266,1,0,1,0,238500.0,0,1,0,0,56.21095890410959,8.139726027397261,1,1,0,3,2.0,1.0
267,1,1,1,0,202500.0,2,1,4,0,58.271232876712325,-0.0,0,0,1,0,1.0,3.25
268,1,0,1,0,630000.0,0,1,3,0,60.276712328767125,4.2164383561643834,1,1,0,7,1.0,3.4166666666666665
269,1,0,1,0,405000.0,1,0,1,0,36.608219178082194,5.3780821917808215,0,0,0,3,1.0,2.0833333333333335
270,0,1,0,2,135000.0,0,1,0,0,34.863013698630134,4.468493150684932,0,0,0,2,4.0,3.5
